species	id	protein	query	target	pident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Bilbo_pol#LINE/LOA	0.265	1160	683	48	628	1708	102	1170	1.499E-68	257
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-1_AC_pol#LINE/I	0.264	1261	808	41	518	1695	187	1410	4.604E-86	314
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-1_DR_pol#LINE/Jockey	0.263	1290	814	40	534	1736	11	1250	2.113E-104	374
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	GB:AAB92394	0.261	696	400	29	1070	1708	8	646	5.326E-34	143
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ingi-4_AC_pol#LINE/Jockey	0.26	1275	798	41	534	1718	66	1285	2.345E-91	332
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-5_CQ_pol#LINE/I	0.259	1202	805	38	535	1694	15	1172	6.137E-80	294
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-2_AC_pol#LINE/I	0.258	1246	775	44	534	1703	67	1238	1.465E-92	336
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Jockey_Ele7_pol#LINE/Jockey	0.256	839	556	24	534	1335	9	816	3.061E-42	170
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Loner_pol#LINE/I	0.255	1245	797	38	534	1701	7	1197	1.379E-70	263
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-2_CQ_pol#LINE/LOA	0.255	1123	689	40	654	1704	132	1178	1.911E-62	237
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Jockey_Ele8_pol#LINE/Jockey	0.255	796	542	23	627	1393	103	876	5.47E-45	179
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Cp_LOA_Ele1_VIRT	0.254	992	622	32	654	1593	132	1057	9.556E-56	214
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Baggins1_pol#LINE/LOA	0.253	1109	705	40	653	1703	144	1187	1.228E-52	204
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ae_ae_myTransl_TF000174_Outcast_Ele8	0.252	1111	714	34	658	1715	32	1078	5.86E-65	245
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	TRIM_pol#LINE/LOA	0.25	1019	633	34	735	1697	2	945	1.08E-48	191
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Vingi-1_Pp_pol#LINE/Jockey	0.249	853	535	27	560	1378	18	798	9.197E-42	168
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Crack-7_CQ_pol#LINE/L2	0.248	490	329	13	884	1361	383	845	1.592E-25	115
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Baggins-1_NVi_pol#LINE/LOA	0.246	1110	701	42	658	1703	161	1198	2.023E-57	220
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Lian_Aa1_pol#LINE/LOA	0.246	1109	709	34	657	1703	116	1159	6.722E-58	222
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	CiLOA_pol#LINE/LOA	0.246	681	434	27	650	1290	122	763	2.862E-28	124
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-1_SP_pol#LINE/I	0.244	1216	820	32	555	1703	29	1212	1.853E-79	293
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ae_ae_TF000021_LOA_Ele1Lian	0.243	1108	713	34	657	1703	116	1158	1.831E-56	217
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	GB:AAB65093	0.243	1108	713	34	657	1703	116	1158	1.831E-56	217
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-3_CQ_pol#LINE/LOA	0.243	1029	670	35	617	1595	88	1057	2.353E-53	207
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-7_CQ#LINE/LOA	0.243	785	495	24	978	1712	108	843	2.334E-34	144
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-4_CQ_pol#LINE/LOA	0.242	1112	710	39	650	1697	125	1167	6.722E-58	222
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele6_pol#LINE/LOA	0.241	1143	745	38	619	1704	104	1180	3.426E-54	209
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-6_CQ_pol#LINE/LOA	0.241	641	426	16	978	1593	13	617	4.045E-34	143
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele3_pol#LINE/LOA	0.24	1035	666	36	647	1620	143	1117	3.492E-46	183
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_pol#LINE/LOA	0.24	682	472	16	646	1308	123	777	3.523E-38	156
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele2_pol#LINE/LOA	0.239	1152	735	41	617	1697	87	1167	8.431E-52	201
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Baggins1_Cis_pol#LINE/LOA	0.238	1221	775	53	598	1734	78	1227	1.08E-48	191
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele4_pol#LINE/LOA	0.238	1125	728	36	652	1707	141	1205	1.925E-51	200
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	A_g_TF001343_Jockey_Ele14_Jen_1_orf2	0.238	801	529	25	534	1289	9	773	2.032E-38	157
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ag-Jen-1_pol#LINE/Jockey	0.238	801	529	25	534	1289	9	773	3.523E-38	156
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-5_CQ_pol#LINE/LOA	0.237	1170	756	37	604	1708	83	1180	1.831E-56	217
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele7_pol#LINE/LOA	0.237	1152	759	41	628	1710	139	1239	1.741E-50	197
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ae_ae_myTransl_TF000024_LOA_Ele3	0.236	1040	664	34	647	1620	143	1117	7.973E-46	182
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Baggins-2_NVi_pol#LINE/LOA	0.233	1134	726	39	659	1721	130	1190	3.865E-47	186
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA-1_CQ_pol#LINE/LOA	0.233	1034	681	33	717	1697	1	975	1.895E-40	164
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Mars1_pol#LINE/Tad1	0.233	651	424	19	935	1525	50	685	1.702E-23	108
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ingi-1_BF_pol#LINE/Jockey	0.232	779	511	17	628	1378	159	878	8.038E-38	155
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	LOA_Ele5_pol#LINE/LOA	0.231	1141	756	40	630	1707	105	1187	2.467E-48	190
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	RTE-18_BF_pol#LINE/RTE-BovB	0.23	417	276	15	848	1241	189	583	3.448E-14	77
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	MGR583_pol#LINE/Tad1	0.228	1142	700	49	654	1689	142	1207	1.435E-24	111
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	RTE-2_BF_pol#LINE/RTE-BovB	0.228	621	392	22	625	1187	140	731	1.362E-13	75
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	A_g_TF000083_Outcast_Ele6_orf2	0.227	1232	801	40	534	1694	6	1157	3.509E-57	219
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Outcast_pol#LINE/Jockey	0.227	1232	801	40	534	1694	6	1157	3.509E-57	219
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	83584378_Mpi_pol#LINE/Tad1	0.226	1148	743	45	603	1695	68	1124	1.21E-25	115
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	RTE-15_SP_pol#LINE/RTE-BovB	0.225	447	299	14	848	1275	279	697	5.041E-15	80
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Outcast-1_BF_pol#LINE/Jockey	0.224	1206	801	40	596	1702	106	1275	8.566E-44	175
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-2_BF_pol#LINE/Jockey	0.217	1289	855	47	534	1715	3	1244	4.396E-51	199
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ag-Outcast-2_pol#LINE/Jockey	0.217	1107	767	34	534	1601	6	1051	4.862E-52	202
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ingi-2_SPur_pol#LINE/Jockey	0.216	849	572	21	560	1378	56	840	1.712E-31	134
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	I-1_AF_pol#LINE/Tad1	0.215	1068	703	40	638	1626	137	1148	4.029E-26	117
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	Ag-Outcast-5_pol#LINE/Jockey	0.211	1284	856	43	527	1732	8	1212	2.292E-50	197
LINE/I	TE_000539	pol	I_Ele15_pol#LINE/I	A_g_TF001351_Outcast_Ele5_orf2	0.21	1284	857	43	527	1732	8	1212	5.235E-50	196
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele16_pol#LINE/I	1	1697	0	0	1	1697	1	1697	0	3403
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele19_pol#LINE/I	0.613	1676	539	11	42	1697	68	1653	0	1947
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele2_pol#LINE/I	0.57	1407	565	8	312	1697	150	1537	0	1572
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele34_pol#LINE/I	0.549	1417	496	18	40	1434	76	1371	0	1382
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele20_pol#LINE/I	0.451	1209	652	7	492	1697	285	1484	0	1043
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele43_pol#LINE/I	0.451	1208	646	9	482	1683	430	1626	4.941E-324	1041
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele9_pol#LINE/I	0.446	1244	673	9	457	1694	217	1450	0	1086
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele33_pol#LINE/I	0.359	1531	839	34	197	1697	84	1502	3.468E-252	829
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele42_pol#LINE/I	0.352	1399	768	20	315	1697	146	1421	6.091E-248	816
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I_Ele39_pol#LINE/I	0.337	1671	910	33	42	1697	104	1591	1.356E-250	824
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	55239464_Aga_pol#LINE/Jockey	0.321	221	147	2	947	1165	117	336	2.108E-28	124
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I-3_AC_pol#LINE/I	0.306	1256	784	27	494	1697	4	1223	4.778E-159	547
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	55239499_Aga_pol#LINE/Jockey	0.304	315	205	5	940	1246	32	340	1.838E-32	138
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	R1A_SS_pol#LINE/R1	0.281	231	149	7	1438	1654	232	459	1.472E-14	78
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey_Ele10_pol#LINE/Jockey	0.255	840	542	29	494	1292	10	806	1.472E-46	184
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS3_BM_pol#LINE/R1	0.254	1164	704	55	573	1654	96	1177	1.523E-63	240
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Ag-Jock-13_pol#LINE/Jockey	0.251	855	581	22	494	1320	8	831	2.492E-54	210
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS3_SC_pol#LINE/R1	0.25	639	410	25	577	1172	28	640	6.773E-26	116
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Culex_Jockey_ORF2_consensus_Contig1	0.248	785	500	30	555	1295	71	809	2.106E-36	151
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey_Ele2_pol#LINE/Jockey	0.247	852	569	27	484	1300	3	816	8.253E-44	175
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS_Samia_pol#LINE/R1	0.247	590	385	19	617	1172	71	635	2.258E-34	144
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I-2_NVi_pol#LINE/I	0.246	1021	608	33	577	1484	112	1083	6.62E-50	195
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	A_g_TF000080_Jockey_Ele7_orf2	0.246	893	574	26	496	1334	3	850	1.752E-45	181
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	R1A_DS_pol#LINE/R1	0.246	752	494	22	931	1654	8	714	1.884E-43	174
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Ag-Jock-12#LINE/Jockey	0.244	786	521	26	496	1246	10	757	1.087E-43	175
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS6_BM_pol#LINE/R1	0.244	639	420	21	571	1172	23	635	2.108E-28	124
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	A_g_TF001341_Jockey_Ele12_orf2	0.243	786	522	26	496	1246	10	757	1.884E-43	174
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-7_CQ_pol#LINE/Jockey	0.243	780	508	28	555	1295	71	807	7.765E-38	155
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	GB:BAA07467	0.242	1162	718	49	573	1654	42	1120	9.875E-54	208
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS1_Bombyx#LINE/R1	0.242	1162	718	49	573	1654	42	1120	9.875E-54	208
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	DOC6_DM_pol#LINE/Jockey	0.242	850	552	27	496	1295	17	824	9.818E-43	171
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-2_CQ_pol#LINE/Jockey	0.242	809	520	27	494	1255	10	772	2.552E-46	183
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Ag-Jen-11_pol#LINE/Jockey	0.242	694	474	17	588	1252	101	771	5.663E-43	172
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-6_CQ_pol#LINE/Jockey	0.241	853	553	29	494	1300	11	815	1.472E-46	184
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	R1B_SS_pol#LINE/R1	0.241	448	261	16	1162	1585	2	394	2.296E-13	74
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-1_CQ_pol#LINE/Jockey	0.239	920	612	30	494	1372	9	881	2.307E-45	180
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	I-1_NVi#LINE/I	0.236	1357	816	52	494	1693	11	1303	1.29E-67	254
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	TRAS4_SC_pol#LINE/R1	0.236	634	424	22	577	1172	28	639	3.077E-29	127
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-5_CQ_pol#LINE/Jockey	0.235	700	453	18	615	1277	137	791	8.329E-36	149
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey_Ele3_pol#LINE/Jockey	0.233	818	541	29	494	1266	10	786	1.431E-43	174
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Jockey-8_CQ_pol#LINE/Jockey	0.231	839	578	25	494	1300	13	816	2.665E-41	167
LINE/I	TE_000540	pol	I_Ele16_pol#LINE/I	Ae_ae_TF000069_Jockey_Ele3_orf2	0.231	819	542	29	494	1266	10	786	6.267E-44	175
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele28#LINE/I	1	583	0	0	1	583	1	583	0	1130
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele37_gag#LINE/I	0.507	483	213	8	6	470	8	483	1.482E-137	447
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele14_gag#LINE/I	0.503	423	163	9	1	397	1	402	2.136E-112	374
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele22_gag#LINE/I	0.488	504	233	7	3	488	4	500	1.875E-139	452
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele13_gag#LINE/I	0.459	477	237	8	1	463	2	471	4.814E-126	413
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele35_gag#LINE/I	0.459	468	242	7	1	463	4	465	9.051E-121	398
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele17_gag#LINE/I	0.457	350	163	5	14	362	12	335	1.814E-88	303
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele4_gag#LINE/I	0.445	355	163	6	1	340	1	336	6.297E-76	266
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele25_gag#LINE/I	0.443	347	147	4	15	340	16	337	3.464E-82	285
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele18_gag#LINE/I	0.431	415	197	10	6	419	8	384	2.903E-87	300
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele24_gag#LINE/I	0.413	343	168	7	29	364	25	341	9.413E-71	251
LINE/I	TE_000541	gag	I_Ele28#LINE/I	I_Ele10_gag#LINE/I	0.401	336	175	4	27	361	27	337	1.782E-72	256
LINE/I	TE_000541	gag	I_Ele28#LINE/I	GB:AAF20018	0.392	425	201	9	6	412	3	388	6.403E-80	278
LINE/I	TE_000541	gag	I_Ele28#LINE/I	Mosqul_Aa2_gag#LINE/I	0.392	425	201	9	6	412	3	388	6.403E-80	278
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele42_gag#LINE/I	1	448	0	0	1	448	1	448	2.446E-288	876
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele39_gag#LINE/I	0.595	448	180	1	1	448	1	447	3.079E-161	509
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele19_gag#LINE/I	0.566	434	176	4	1	431	1	425	1.071E-139	447
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele16_gag#LINE/I	0.556	449	189	5	1	447	1	441	1.198E-143	458
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele2_gag#LINE/I	0.538	420	169	4	14	431	18	414	8.293E-126	406
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele33_gag#LINE/I	0.46	315	161	4	22	333	19	327	4.153E-80	273
LINE/I	TE_000542	gag	I_Ele42_gag#LINE/I	I_Ele36_gag#LINE/I	0.398	384	202	5	64	423	13	391	4.031E-75	259
LINE/I	TE_000543	gag	I-1_NVi_gag#LINE/I	I-1_NVi_gag#LINE/I	1	534	0	0	1	534	1	534	0	1051
LINE/I	TE_000544	gag	I-2_NVi_gag#LINE/I	I-2_NVi_gag#LINE/I	1	670	0	0	1	670	1	670	0	1332
LINE/I	TE_000545	gag	I-3_CQ_gag#LINE/I	I-3_CQ_gag#LINE/I	1	573	0	0	1	573	1	573	0	1116
LINE/I	TE_000545	gag	I-3_CQ_gag#LINE/I	I-3B_CQ_gag#LINE/I	0.769	581	100	11	1	573	1	555	4.255E-262	807
LINE/I	TE_000545	gag	I-3_CQ_gag#LINE/I	I-N1_CQ_gag#LINE/I	0.445	433	209	6	148	572	52	461	4.36E-101	340
LINE/I	TE_000545	gag	I-3_CQ_gag#LINE/I	Loner_Ele3_gag#LINE/I	0.411	435	220	10	154	573	69	482	1.185E-85	295
LINE/I	TE_000545	gag	I-3_CQ_gag#LINE/I	Loner_Ele2_gag#LINE/I	0.391	447	232	13	152	573	52	483	4.408E-68	243
LINE/I	TE_000546	gag	I-4_AC_gag#LINE/I	I-4_AC_gag#LINE/I	1	519	0	0	1	519	1	519	0	1024
LINE/I	TE_000546	gag	I-4_AC_gag#LINE/I	Nimbus_gag#LINE/I-Nimb	0.459	270	136	7	73	339	28	290	4.093E-63	226
LINE/I	TE_000546	gag	I-4_AC_gag#LINE/I	I-3_AC_gag#LINE/I	0.429	305	163	5	28	328	1	298	2.287E-67	239
LINE/I	TE_000547	gag	I-5_CQ_gag#LINE/I	I-5_CQ_gag#LINE/I	1	386	0	0	1	386	1	386	5.224E-251	765
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Ingi2_pol#LINE/I	1	1840	0	0	1	1840	1	1840	0	3787
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	GB:CAA29181	0.353	1602	904	27	8	1566	4	1516	3.433E-279	914
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	INGI_pol#LINE/I	0.343	1814	940	31	11	1796	2	1591	5.117E-303	985
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-23_BF_pol#LINE/CR1-L2	0.295	481	309	15	502	967	189	654	9.083E-41	165
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-33_BF_pol#LINE/CR1-L2	0.292	407	268	11	505	902	82	477	1.738E-33	141
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-3_NVi_pol#LINE/CR1	0.285	322	216	7	509	822	427	742	1.145E-29	128
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-6_CQ_pol#LINE/L2	0.285	252	170	7	504	751	9	254	8.236E-19	93
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-24_BF_pol#LINE/L2	0.283	472	317	11	502	963	23	483	8.191E-40	162
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-8_BF_pol#LINE/L2	0.283	406	274	9	502	900	353	748	8.191E-40	162
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Cp_CR1_Ele8_VIRT	0.283	247	169	6	504	747	475	716	1.338E-20	98
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-1_CQ_pol#LINE/L2	0.283	247	169	6	504	747	475	716	1.338E-20	98
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-9_NVi_pol#LINE/L2	0.281	380	258	8	504	877	469	839	1.928E-34	144
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-48_BF_pol#LINE/CR1	0.276	239	169	2	506	744	78	312	5.502E-23	106
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-20_BF_pol#LINE/L2	0.275	399	272	6	514	902	312	703	2.816E-35	147
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-42_BF_pol#LINE/CR1	0.274	281	193	7	506	783	23	295	3.918E-25	113
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-9_SP_pol#LINE/L2	0.272	477	322	13	502	967	165	627	3.238E-39	160
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-4_NVi_pol#LINE/L2	0.269	382	260	9	504	877	474	844	4.397E-34	143
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-19_BF_pol#LINE/L2	0.268	410	281	8	504	902	138	539	1.113E-34	145
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Daphne-1_BM_pol#LINE/L2	0.268	332	219	8	504	819	449	772	2.611E-29	127
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-21_SP_pol#LINE/L2	0.267	408	279	8	502	900	467	863	8.767E-38	155
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-19_SP_pol#LINE/L2	0.265	478	324	12	502	967	486	948	8.767E-38	155
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Vingi-1_Acar_pol#LINE/Jockey	0.262	956	622	32	95	1017	11	915	1.442E-58	224
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-27_BF_pol#LINE/L2	0.261	409	285	6	504	902	391	792	2.538E-34	144
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-4_CQ_pol#LINE/L2	0.26	419	284	11	504	910	441	845	5.022E-30	130
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Ae_ae_TF000009_Loner_Ele2	0.258	668	463	18	504	1159	427	1073	1.574E-40	164
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Loner_Ele2_pol#LINE/I	0.258	668	463	18	504	1159	427	1073	2.072E-40	164
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-2_NVi_pol#LINE/L2	0.253	407	283	9	504	900	463	858	2.202E-30	131
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-14_SP_pol#LINE/L2	0.252	435	296	9	502	924	490	907	1.32E-33	141
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Loner_Ele3_pol#LINE/I	0.251	725	461	20	506	1192	423	1103	9.083E-41	165
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	L1_TC_pol#LINE/I	0.25	1471	870	47	73	1358	31	1453	2.203E-91	332
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Ingi-4_SPur_pol#LINE/Jockey	0.25	909	576	31	94	962	16	858	1.62E-51	201
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Vingi-4_SPur_pol#LINE/Jockey	0.25	909	576	31	94	962	16	858	1.62E-51	201
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-5_NVi_pol#LINE/L2	0.25	392	274	10	516	900	485	863	4.351E-26	117
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-10_CQ_pol#LINE/L2	0.25	263	182	7	648	904	10	263	4.189E-10	64
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-7_NVi_pol#LINE/L2	0.249	385	271	8	524	900	490	864	4.831E-27	120
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-3_CQ_pol#LINE/L2	0.248	414	281	11	504	905	454	849	4.643E-24	110
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Ingi-1_Rpro_pol#LINE/Jockey	0.245	1235	809	47	102	1266	26	1207	3.292E-58	223
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Ingi-1_SPur_pol#LINE/Jockey	0.245	904	615	24	103	983	24	882	3.641E-59	226
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	CR1-1_TCa_pol#LINE/L2	0.244	385	275	8	504	877	242	621	5.363E-28	123
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-12_BF_pol#LINE/L2	0.243	538	372	13	502	1021	223	743	3.34E-34	143
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Cp_Loner_Ele2_VIRT	0.242	1126	721	46	101	1159	15	1074	7.386E-39	159
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Loner_Ele1_pol#LINE/I	0.242	689	489	17	504	1180	422	1089	2.46E-39	160
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	I-3_CQ_pol#LINE/I	0.241	1126	722	45	101	1159	15	1074	4.263E-39	160
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Crack-4_CP_pol#LINE/L2	0.241	418	281	12	504	904	474	872	3.613E-19	94
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	I-3B_CQ_pol#LINE/I	0.24	1126	723	45	101	1159	15	1074	1.685E-38	158
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	I-4_CQ_pol#LINE/I	0.239	1142	742	42	101	1180	16	1092	1.869E-39	161
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Hebe_Av_pol#LINE/Jockey	0.237	856	574	23	129	925	31	866	3.353E-42	170
LINE/I	TE_000548	pol	Ingi2_pol#LINE/I	Cp_Loner_Ele1_VIRT	0.236	1135	754	44	101	1180	16	1092	1.37E-36	151
